"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"3357","POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002763","0.0321057601510859","0.307574763811943","-0.485201883712841","-1.46629350561621","203","47","c(""Pf4"", ""Cd4"", ""Casp8"", ""Cd101"", ""Tyrobp"", ""Fes"", ""Csf1r"", ""Ikzf1"", ""Fos"", ""Evi2b"", ""Hcls1"")"
"3358","BEHAVIORAL RESPONSE TO PAIN%GOBP%GO:0048266","0.346019028542814","0.854579291430225","-0.421367760401966","-1.0870321143751","2072","21","c(""Tacr1"", ""Thbs1"", ""Grik1"", ""Tspo"", ""Vwa1"", ""Kcnip3"")"
"3359","INNER EAR MORPHOGENESIS%GOBP%GO:0042472","0.13693131132917","0.595688687946593","-0.37256875056477","-1.23189545981543","920","78","c(""Col2a1"", ""Slitrk6"", ""Col11a1"", ""Grhl3"", ""Clic5"", ""Mafb"", ""Tifab"", ""Triobp"", ""Cdh23"", ""Celsr1"", ""Cthrc1"", ""Ntn1"", ""Zeb1"", ""Pou3f4"", ""Dlx5"", ""Myo6"", ""Chd7"", ""Kcnq4"", ""Insig2"", ""Fgfr2"", ""Whrn"", ""Pdzd7"", ""Sox2"", ""Fzd2"", ""Dvl2"", ""Gli2"", ""Prrx1"", ""Gata2"", ""Tbx1"", ""Atp8a2"", ""Wnt1"", ""Tshr"", ""Bloc1s5"", ""Vangl2"", ""Fgfr1"", ""Frzb"", ""Sox9"", ""Fgf10"", ""Pcdh15"")"
"3360","REGULATION OF T-HELPER 1 TYPE IMMUNE RESPONSE%GOBP%GO:0002825","0.568147013782542","1","-0.377446553876764","-0.926131697042272","3338","17","c(""Tnfsf4"", ""Slc11a1"", ""Ccl19"", ""Il33"", ""Il4r"", ""Havcr2"", ""Il18"", ""Arid5a"")"
"3361","POSITIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032206","0.968129979690673","1","-0.212219990678361","-0.646731760482968","6196","49","c(""Prkcq"", ""Mapk15"", ""Nek2l1"", ""Rtel1"")"
"3362","CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0019221","0.000131648235913639","0.0136523982519876","-0.45269547557525","-1.6690966301036","0","186","c(""Cd44"", ""Krt18"", ""Pf4"", ""Il1rn"", ""Cd4"", ""Ccl24"", ""Ackr4"", ""Ifitm1"", ""Ccr10"", ""Tnfrsf11a"", ""Sh2b2"", ""Irf7"", ""Fas"", ""Il7r"", ""Cish"", ""Egr1"", ""Csf3r"", ""Pycard"", ""Csf2rb"", ""Aim2"", ""Nmi"", ""Ifitm3"", ""Cxcl13"", ""Ccr3"", ""Il17rb"", ""St18"", ""Csf1r"", ""Fcer1g"", ""Cib1"", ""Gab1"", ""Adam17"", ""Il13ra1"", ""Il10rb"", ""Grem2"", ""Ifngr1"", ""Dok1"", ""Ccl19"", ""Il4r"", ""Foxc1"", ""Cx3cr1"", ""Il11ra1"", ""Lepr"", ""Il15"", ""Cntf"", ""Tnfrsf1b"", ""Adipor2"", ""Ghr"")"
"3363","VENTRICULAR CARDIAC MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0055010","0.418792584376485","0.91680580343534","-0.35240222092981","-1.02928202895739","2642","39","c(""Dsp"", ""Tgfb2"", ""Col11a1"", ""Ccm2l"", ""Foxc1"", ""Chd7"", ""Fgfr2"", ""Tgfbr1"", ""Myh7"", ""Eng"", ""Myh6"", ""Lrp2"")"
"3364","EMBRYONIC PLACENTA DEVELOPMENT%GOBP%GO:0001892","0.460580912863071","0.943979939306583","-0.300260430182566","-0.998707576439236","3107","82","c(""Itga4"", ""Adm"", ""Pcdh12"", ""Snai1"", ""Fzd5"", ""Plg"", ""Gab1"", ""Cdkn1c"", ""Igf2"", ""Vash2"", ""Fgfr2"", ""St14"", ""Cited2"", ""Lef1"", ""Ttpa"", ""Tfeb"", ""Plcd1"", ""Epas1"", ""Egln1"", ""Wnt7b"", ""Gata2"", ""Vcam1"", ""Spint2"", ""Ncoa3"")"
"3365","ICOSANOID SECRETION%GOBP%GO:0032309","0.0826952526799387","0.481862449885576","-0.574402300308681","-1.409397361576","485","17","c(""Drd2"", ""Pla2g5"", ""Bdkrb2"", ""Pla2g3"", ""Nmb"")"
"3366","NEGATIVE REGULATION OF MUSCLE CONTRACTION%GOBP%GO:0045932","0.461276181198246","0.944550689701353","-0.36261049618026","-1.00167914161595","2840","29","c(""Adra2a"", ""Trpv4"", ""Adrb2"", ""Ncf1"", ""Adora2b"", ""Ptger4"", ""Arhgap42"", ""Mrvi1"", ""Atp1a2"")"
"3367","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064","0.000155617802676626","0.0136523982519876","-0.583386864911946","-1.79669021911373","0","52","c(""Fcgr1a"", ""C4b"", ""Irf7"", ""Fcgr2b"", ""Nod2"", ""C3"", ""Inpp5d"", ""Fcer1g"", ""C1qc"", ""C1qa"", ""Tnfsf13"", ""Swap70"", ""Btk"", ""Il4r"", ""C4bpa"", ""C1qb"", ""Tlr4"", ""Fcgr2a"", ""C1rl"", ""Tcirg1"", ""Cd81"")"
"3368","REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016241","1","1","-0.155629961950325","-0.528163513245378","6889","96","c(""Hmox1"", ""Nod2"", ""Bag3"", ""Adrb2"", ""Fyco1"", ""Irgm"", ""Hspb8"", ""Npc1"", ""Tlr2"", ""RGD1359108"", ""Trim13"", ""Nrbp2"", ""Nod1"", ""Kdr"", ""Gnai3"", ""Tsc2"", ""Ripk2"")"
"3369","MAINTENANCE OF LOCATION%GOBP%GO:0051235","0.354546720512463","0.86282658170594","-0.299268060817404","-1.05380922705952","2545","127","c(""Cd4"", ""Casq2"", ""LOC100362384"", ""Nrros"", ""Sp100"", ""Tmsb15b2"", ""Tacc3"", ""Srgn"", ""Hk2"", ""Nbl1"", ""Gsn"", ""Lgals9"", ""Apoe"", ""Gaa"", ""Ftl1"", ""Tspo"", ""Hexb"")"
"3370","G2 DNA DAMAGE CHECKPOINT%GOBP%GO:0031572","0.887919896640827","1","-0.254694956844136","-0.714470647816513","5497","32","c(""Brca1"", ""LOC100302465"", ""Cdk1"")"
"3371","MACROAUTOPHAGY%GOBP%GO:0016236","0.985755908060861","1","0.188421716107947","0.709843928440557","3044","97","c(""Synpo2"", ""Epm2a"", ""Tmem74"", ""Yod1"", ""Atg5"", ""Wdfy3"", ""Epg5"", ""Gba"", ""Ubxn2b"", ""Atg4c"", ""Tecpr1"", ""Mcoln1"", ""Ubxn2a"", ""Stx17"", ""Zfyve1"", ""Becn1"", ""LOC103689968"", ""Atg14"", ""Ubqln2"", ""Tp53inp1"", ""Psen1"", ""Atg13"", ""Tbc1d5"", ""Wdr81"", ""Ulk1"", ""Atg9a"", ""Vamp7"", ""Gabarapl2"", ""Wdr45b"", ""Ambra1"", ""Pik3r4"", ""Ubqln1"", ""Vamp8"", ""Rab1a"", ""Rb1cc1"", ""Atg3"", ""Map1lc3b"", ""Mfn2"")"
"3372","NEGATIVE REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010829","0.903391070992925","1","0.253631955091705","0.675774315495159","3702","18","c(""Esr1"", ""Prkca"", ""Prkcb"")"
"3373","REGULATION OF INSULIN SECRETION%GOBP%GO:0050796","0.31971219114852","0.826339363992871","-0.297791718636098","-1.07085506912959","2354","151","c(""Sfrp1"", ""Glp1r"", ""Baiap3"", ""Cartpt"", ""Gipr"", ""Drd2"", ""Crh"", ""Gck"", ""Nos1"", ""Mir410"", ""Adcy8"", ""Adra2a"", ""Crhr2"", ""Pde1c"", ""Tcf7l2"", ""Slc8b1"", ""Tfap2b"", ""Gpld1"", ""Inhbb"", ""Map4k4"", ""Lepr"", ""Cd38"", ""Rbp4"", ""Pde8b"", ""Tcirg1"", ""Pde3b"", ""Midn"", ""Pim3"", ""Ptger3"", ""Gja1"", ""Ptbp1"", ""Ucp2"", ""Chga"")"
"3374","SYNCYTIUM FORMATION BY PLASMA MEMBRANE FUSION%GOBP%GO:0000768","0.215640599001664","0.704818579678128","-0.460164128595601","-1.20909372717504","1295","23","c(""Cd44"", ""Ptgfrn"", ""Cd9"", ""Vash2"", ""Casp1"", ""Cd81"")"
"3375","POSITIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022409","0.000263852242744063","0.0190982643632868","-0.436871982659338","-1.60959818047217","1","185","c(""Has2"", ""Cd44"", ""Skap1"", ""Itga4"", ""Cd4"", ""RT1-Ba"", ""Prkcq"", ""Spta1"", ""Cd6"", ""Ada"", ""Itgal"", ""Sash3"", ""Lck"", ""Pik3r6"", ""Bcl6"", ""Il7r"", ""Cd86"", ""Nlrp3"", ""Pycard"", ""Vsir"", ""Nfkbiz"", ""Tnfsf4"", ""Cxcl13"", ""Ikzf1"", ""Tnfsf13b"", ""Lgals9"", ""Itga6"", ""Aif1"", ""Ptafr"", ""Dusp10"", ""Nckap1l"", ""Shb"", ""Ccl19"", ""LOC100364500"", ""Zbtb16"", ""Nfkbid"", ""Cd276"", ""Il4r"", ""Ptprc"", ""Igf2"", ""Cd24"", ""Dock8"", ""Il15"", ""Lgals1"", ""Cited2"", ""Cd81"", ""Igfbp2"", ""Lef1"", ""Stat5b"", ""Il12a"", ""Sox2"", ""Cd1d1"", ""Pnp"", ""Havcr2"", ""Fstl3"", ""Plpp3"", 
""Il18"", ""Rps3"")"
"3376","NEURON PROJECTION EXTENSION%GOBP%GO:1990138","0.618071593533487","1","0.261879474766876","0.919420615134391","2140","65","c(""Slit2"", ""Slit1"", ""Cdkl3"", ""Sema5a"", ""Sh3gl2"", ""Plxna1"", ""Slit3"", ""Flrt3"", ""Wasf1"", ""Emx1"", ""Iqgap1"", ""Nrp1"", ""Cdk5r1"", ""Cyfip2"", ""Raph1"", ""Sema7a"")"
"3377","CELLULAR RESPONSE TO LIGHT STIMULUS%GOBP%GO:0071482","0.896342366355694","1","-0.229615524240124","-0.764226047732003","6052","83","c(""Gpr88"", ""Opn3"", ""Rrh"", ""Polk"", ""Ddias"", ""Bmf"", ""Rhbdd1"", ""Ppp1r15a"", ""Xpa"", ""Rdh11"", ""Pcna"", ""Cdkn1a"", ""Akt2"", ""Bak1"", ""Rpl26"", ""Actr5"")"
"3378","REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010821","0.971166892808684","1","0.193705583661557","0.748045092143135","2862","113","c(""Mmp9"", ""Plaur"", ""Cideb"", ""Hgf"", ""Prkaa1"", ""Zfp13"", ""Opa1"", ""Lrrk2"", ""Clec16a"", ""Vps13c"", ""Fbxw7"", ""Myo19"", ""Hspa1l"", ""Siah3"", ""Htt"", ""Vps13d"", ""Wdr35"", ""Dnm1l"", ""Gba"", ""Bax"", ""Pde2a"", ""Pla2g6"", ""Gpx1"", ""Gsk3b"")"
"3379","MIDGUT DEVELOPMENT%GOBP%GO:0007494","0.243943757411486","0.740349909208417","-0.477100254186259","-1.18768960874942","1439","18","c(""Aldh1a2"", ""Reln"", ""Foxf1"", ""Smo"", ""Ednrb"", ""Casp1"", ""Asl"")"
"3380","BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043534","0.927981414558596","1","0.228762851803156","0.674798408119989","3594","28","c(""Slit2"", ""Egr3"", ""Nrp1"", ""Myh9l1"", ""Clec14a"", ""Ptk2b"", ""Gpx1"")"
"3381","ACTIVATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0032147","0.176576114812916","0.657532597955805","-0.304041113369047","-1.1420543132428","1377","227","c(""Thbs1"", ""Angpt4"", ""Cartpt"", ""Drd2"", ""Fgf1"", ""Gprc5a"", ""Map3k8"", ""Tgfb2"", ""Lpar1"", ""Ret"", ""Bmp4"", ""Plce1"", ""Agt"", ""Mdfic"", ""Alk"", ""Adra2b"", ""Adcy8"", ""Chrna3"", ""Adra2a"", ""Tf"", ""Card10"", ""Bmp2"", ""Gab1"", ""Chi3l1"", ""Mlkl"", ""LOC100360522"", ""Slc11a1"", ""Itgb3"", ""Nckap1l"", ""Pak6"", ""Itga1"", ""Tgfa"", ""Ccl19"", ""Gadd45b"", ""Ptprc"", ""Gprc5b"", ""Map4k4"", ""Tlr4"", ""Map3k14"", ""Tgfbr1"", ""Map3k13"", ""Cspg4"", ""Ghr"", ""Ripk1"", ""Kiss1r"", ""F2r"", ""Cd81"")"
"3382","NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033048","0.772041911576795","1","0.277804968036805","0.806432897466285","3020","26","c(""Cenpe"", ""Pttg1"", ""Plk1"", ""Birc5"", ""Psmg2"", ""Mad2l1"", ""Terf1"", ""Tnks"", ""Tpr"", ""Atrx"", ""Wdr55"")"
"3383","BLOOD CIRCULATION%GOBP%GO:0008015","0.00024443901246639","0.0190982643632868","-0.384878839409405","-1.49015437321867","1","315","c(""Nts"", ""P2ry1"", ""Adm"", ""Tacr1"", ""Prkcq"", ""Ntsr1"", ""Scn5a"", ""Tac1"", ""Nppa"", ""Casq2"", ""Glp1r"", ""C3ar1"", ""Cartpt"", ""Drd2"", ""Nmu"", ""Adra1b"", ""Ddah1"", ""LOC103694905"", ""Hmox1"", ""Kl"", ""Npr1"", ""Chrm3"", ""Bdkrb2"", ""Slc2a5"", ""Sgcg"", ""Crh"", ""Esr2"", ""Kcna5"", ""Serpinf2"", ""Nos1"", ""Avpr2"", ""Drd5"", ""Avpr1a"", ""Agt"", ""Kcnj5"", ""Htr2c"", ""Ptgs1"", ""Edn3"", ""Adra2b"", ""Kcne5"", ""Adra2a"", ""Trpv4"", ""Pomc"", ""Crhr2"", ""Kcnj8"", ""Npr3"", ""Trdn"", ""Ace2"", ""Adrb2"", ""Mmp2"", ""Htr1a"", ""Ptafr"", ""P2ry2"", ""Ednrb"", ""Dusp5"", ""C2cd4a"", ""Adora2b"", 
""Apoe"", ""Itga1"", ""Gaa"", ""F5"", ""Tbxas1"", ""Adra1d"", ""Scpep1"", ""Gja5"", ""Foxc1"", ""Kcnj2"", ""Plcb3"", ""Tac3"", ""Gpr37l1"", ""Cyba"", ""Chd7"", ""Cd38"", ""F11r"", ""Nos3"", ""Ptprm"", ""Asic2"", ""Alox5"", ""Hrh1"", ""Avpr1b"", ""Arhgap42"", ""Myh7"", ""Htr2a"", ""Eng"", ""F2r"", ""Myh6"", ""Manf"", ""Ptp4a3"", ""Cxcr4"", ""Ptger3"", ""Gja1"", ""Adcyap1"", ""Agtr1a"", ""Sult1a1"", ""Ptpro"", ""Npy1r"")"
"3384","REGULATION OF PROTEIN SECRETION%GOBP%GO:0050708","0.00237586124970302","0.0727630892182668","-0.355070543591625","-1.39235237914191","19","375","c(""Ankrd1"", ""Cd14"", ""Prkcq"", ""Myom1"", ""Sfrp1"", ""Cd22"", ""Glp1r"", ""Baiap3"", ""Cartpt"", ""Gipr"", ""Drd2"", ""Nmu"", ""Cd40"", ""Fzd5"", ""Tgfb2"", ""Tlr9"", ""Nod2"", ""Twist1"", ""Nlrp3"", ""Crh"", ""Gck"", ""Nos1"", ""Pycard"", ""Mir410"", ""Mbp"", ""Agt"", ""Aim2"", ""Hcar2"", ""Tnfsf4"", ""Il17rb"", ""Adcy8"", ""Unc93b1"", ""Adra2a"", ""Csf1r"", ""Trpv4"", ""Crhr2"", ""Pde1c"", ""Srgn"", ""Tcf7l2"", ""Lgals9"", ""Cd84"", ""Rhbdf1"", ""Aif1"", ""Tnfrsf9"", ""Slc8b1"", ""Apoe"", ""Ptger4"", ""Trem2"", ""Rab11fip1"", ""Nlrp1a"", ""Tfap2b"", ""Lyn"", ""Clec5a"", ""Tlr6"", ""Ccl19"", ""Il33"", 
""Cd276"", ""Il4r"", ""Gpld1"", ""Gja5"", ""Inhbb"", ""Map4k4"", ""Adtrp"", ""Tlr4"", ""Lepr"", ""Cd38"", ""Wls"", ""Fcgr2a"", ""Tnfrsf1b"", ""Casp1"", ""Rbp4"", ""Tlr2"", ""Pde8b"", ""Tcirg1"", ""F2r"", ""Pde3b"", ""Midn"", ""Pim3"", ""Ptger3"", ""Gja1"", ""Ptbp1"", ""Agtr1a"", ""Ucp2"", ""Anxa5"", ""Chga"", ""Havcr2"", ""Vamp3"", ""Cptp"", ""Syt9"", ""Aacs"", ""Sergef"", ""Gsdmd"", ""Arid5a"", ""Idh2"")"
"3385","REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050727","0.000251920896838393","0.0190982643632868","-0.406175709874493","-1.54715333944623","1","263","c(""Cd44"", ""Tnfaip6"", ""Ccl24"", ""Tac1"", ""Krt1"", ""Cd6"", ""Ada"", ""Nppa"", ""Pik3cg"", ""Fcgr1a"", ""Tnfrsf11a"", ""Tlr9"", ""Il17b"", ""Fcgr2b"", ""Dnase1"", ""Nod2"", ""Bcl6"", ""Pla2g5"", ""Nlrp3"", ""Tgm2"", ""Mefv"", ""Foxf1"", ""Pmp22"", ""Pycard"", ""C3"", ""Agt"", ""Nfkbiz"", ""Tnfsf4"", ""Enpp3"", ""Cdh5"", ""Il17rb"", ""Ctsc"", ""Trpv4"", ""Alox5ap"", ""Apod"", ""Adrb2"", ""Fcer1g"", ""Lgals9"", ""Ctss"", ""C1qa"", ""Ednrb"", ""C2cd4a"", ""Cfh"", ""Btk"", ""Adora2b"", ""Dusp10"", ""Nlrx1"", ""Apoe"", ""Ptger4"", ""Trem2"", ""Slamf8"", ""Lyn"", ""Tlr6"", ""Serpinf1"", ""Il33"", ""Cd276"", 
""C4bpa"", ""Cd24"", ""Gprc5b"", ""Cx3cr1"", ""Tlr4"", ""Usp18"", ""Pik3ap1"", ""Tnfaip8l2"", ""Fcgr2a"", ""Tnfrsf1b"", ""Casp1"", ""Rps19"", ""Tlr2"", ""Gpr17"", ""Appl2"", ""Cd81"")"
"3386","MELANOCYTE DIFFERENTIATION%GOBP%GO:0030318","0.763510079620532","1","-0.3163331174525","-0.787477166916302","4506","18","c(""Edn3"", ""Sox10"", ""Ednrb"")"
"3387","INOSITOL PHOSPHATE METABOLIC PROCESS%GOBP%GO:0043647","0.37531605562579","0.881783025283305","-0.351259090663043","-1.05625377269878","2374","46","c(""Ntsr1"", ""Plcd4"", ""Plce1"", ""Ptafr"", ""Plcb4"", ""Ip6k3"", ""Plcb3"", ""Plcd1"", ""Scp2"", ""Ipmk"", ""Ppip5k2"", ""Plcb2"")"
"3388","OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119","0.99162817551963","1","0.182757981814416","0.641636600997887","3434","65","c(""LOC100912599"", ""Cox6a2"", ""Ndufv3"", ""Mecp2"")"
"3389","T CELL HOMEOSTASIS%GOBP%GO:0043029","0.95735056542811","1","-0.22584795340435","-0.630537229692353","5925","31","c(""Fas"", ""Chst3"", ""Nckap1l"", ""Tcirg1"", ""Stat5b"", ""Bcl2"")"
"3390","HYALURONAN METABOLIC PROCESS%GOBP%GO:0030212","0.169420797863462","0.643517766884702","-0.488983798842954","-1.26146597510061","1014","21","c(""Has2"", ""Cd44"", ""Has3"", ""Pim1"")"
"3391","RESPONSE TO WOUNDING%GOBP%GO:0009611","0.000118008024545669","0.0136523982519876","-0.446021749663184","-1.75510288585022","0","394","c(""Nts"", ""Cd44"", ""Pf4"", ""Plau"", ""Ocm2"", ""P2ry1"", ""Adm"", ""Prkcq"", ""Sdc1"", ""Clec10a"", ""Matn4"", ""Myh2"", ""Treml1"", ""Pik3cg"", ""Dsp"", ""Fcgr3a"", ""F13a1"", ""Gpr4"", ""Gipr"", ""Drd2"", ""Tgfb2"", ""Hmox1"", ""Plek"", ""Gfap"", ""Itga2b"", ""Reln"", ""Klk8"", ""Bmp4"", ""Tyrobp"", ""Ltc4s"", ""Foxf1"", ""Ccnb1"", ""Egr1"", ""Grhl3"", ""Ninj2"", ""C3"", ""Arg1"", ""Drd5"", ""Chst3"", ""Ptgfrn"", ""Ptpn6"", ""Adra2b"", ""Pax6"", ""Tnc"", ""Mag"", ""Adra2a"", ""Celsr1"", ""Cd9"", ""Tfpi2"", ""Plg"", ""Apod"", ""Wnt7a"", ""Rhoc"", ""Pllp"", ""Cdk1"", ""Adrb2"", ""Mmp2"", ""Fermt3"", ""Gsn"", 
""Nmnat3"", ""Aif1"", ""P2ry2"", ""Pros1"", ""Fzd7"", ""Smo"", ""Erbb3"", ""Lgr6"", ""Arhgef19"", ""Ubash3b"", ""Adam17"", ""Slc11a1"", ""Col3a1"", ""Itga9"", ""Gatm"", ""Itgb3"", ""Fmod"", ""Itga5"", ""Ccm2l"", ""Apoe"", ""F2rl2"", ""Tgfa"", ""Kcnk2"", ""Il10rb"", ""Serpine2"", ""F5"", ""Lyn"", ""Tspo"", ""Stard13"", ""Igf2"", ""Sdc4"", ""Papss2"", ""Pard3"", ""Inhbb"", ""Arhgap24"", ""Mdk"", ""Mcam"", ""Lepr"", ""P2ry12"", ""Sparc"", ""Fgfr2"", ""Timp3"", ""B4galt1"", ""Nos3"", ""Ddr1"", ""Cspg5"", ""Aurka"", ""Adipor2"", ""Ppl"", ""Lgals1"", ""Cst3"", ""Entpd2"", ""Eng"", ""Nol3"", ""F2r"", ""Cd81"", ""Gstm1"", 
""Cdkn1a"", ""Gna13"", ""Clu"", ""Hhex"", ""Sulf2"", ""Gja1"", ""Ezh2"", ""Wnt5b"", ""Anxa5"", ""Ctnna1"", ""Stxbp3"", ""Sox2"", ""Fzd9"", ""Bcl2"", ""Id3"", ""Pdgfa"", ""Sgca"", ""Tmprss5"", ""Pdgfra"", ""Vegfa"")"
"3392","REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901796","0.0580089244499154","0.41411506275467","-0.431665997053703","-1.37392460972016","376","63","c(""Cd44"", ""Ankrd1"", ""Snai1"", ""Twist1"", ""Bdkrb2"", ""Pla2r1"", ""Rpl5"", ""Steap3"", ""Pttg1ip"")"
"3393","CRANIAL SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:1904888","0.23015873015873","0.724255907737837","-0.378482368105386","-1.16563400683453","1478","52","c(""Wnt9b"", ""Tgfb2"", ""Twist1"", ""Bmp4"", ""Tifab"", ""Chst11"", ""Runx2"", ""Insig2"", ""Fgfr2"", ""Tgfbr1"", ""Mmp14"", ""Slc39a1"", ""Foxn3"", ""Eif4a3"", ""Pdgfra"", ""Prrx1"", ""Tbx1"", ""Foxe1"")"
"3394","NEGATIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062014","0.300390507659958","0.802726815213608","-0.335792688018184","-1.09500251767384","1999","72","c(""Snai1"", ""Brca1"", ""Plek"", ""Gck"", ""Bmp2"", ""Apoe"", ""Tspo"", ""Pid1"", ""Lepr"", ""Insig2"", ""Ddit4"", ""Acadvl"", ""Appl2"", ""Acadl"", ""Dbi"")"
"3395","COVALENT CHROMATIN MODIFICATION%GOBP%GO:0016569","0.222285714285714","0.714666361306677","0.242259486998779","1.06561029192461","388","330","c(""Dpf3"", ""Dydc2"", ""Map3k7"", ""Padi3"", ""Brms1l"", ""Kdm7a"", ""Eya1"", ""Prkaa1"", ""Hdac1l"", ""Jade3"", ""Epop"", ""Prdm8"", ""Setd1b"", ""Baz2a"", ""Atxn7"", ""Mecp2"", ""Prkca"", ""Haspin"", ""Mta3"", ""Prkcb"", ""Prmt9"", ""Setdb2"", ""Hdac9"", ""Hipk4"", ""Trim37"", ""Uhrf1"", ""Nsd3"", ""Taf6l"", ""Prkaa2"", ""Med24"", ""Mier3"", ""Ncoa1"", ""Kdm5d"", ""Satb1"", ""Rcor1"", ""LOC108348070"", ""Sin3a"", ""Asxl1"", ""Suv39h2"", ""Setd6"", ""Kmt2a"", ""Taf1"", ""Nsd1"", ""Pcgf6"", ""Ncoa6"", ""Trrap"", ""Ubr2"", ""Rest"", ""Mbip"", ""Sgf29"", ""Huwe1"", ""Usp22"", ""Ash1l"", ""Rps6ka4"", ""Jmjd1c"", 
""Kat14"", ""Usp51"", ""Nsd2"", ""Tet3"", ""Ezh1"", ""Dcaf1"", ""Atf2"", ""Hlcs"", ""Baz1b"", ""Suv39h1l1"", ""Kdm6b"", ""Kmt2b"", ""Taf9b"", ""Scml2"", ""Chd5"", ""Sin3b"", ""Wdr61"", ""Kdm5b"", ""Carm1"", ""Hdac4"")"
"3396","PROTEIN N-LINKED GLYCOSYLATION%GOBP%GO:0006487","0.997679814385151","1","-0.173449581126484","-0.53856230182034","6449","54","c(""Tmem258b"", ""Mgat5b"", ""Magt1"", ""Alg8"", ""B4galt1"")"
"3397","PEROXISOMAL TRANSPORT%GOBP%GO:0043574","0.254060606060606","0.752603752682961","0.448182879744468","1.17573125574133","1047","17","c(""Pex5"", ""Pex19"", ""Pex5l"", ""Pex10"", ""Pex26"", ""Pex14"")"
"3398","SYNAPSE ORGANIZATION%GOBP%GO:0050808","0.899164900909884","1","-0.215708578866186","-0.825338377952677","7213","272","c(""Chat"", ""Unc13c"", ""Glra3"", ""Slitrk6"", ""Drd2"", ""Fzd5"", ""Colq"", ""Reln"", ""Klk8"", ""Pmp22"", ""C3"", ""Ephb1"", ""Tnc"", ""Glra2"", ""Sema3e"", ""Kirrel3"", ""Wnt7a"", ""Utrn"", ""Ntng1"", ""C1qc"", ""Htr1a"", ""C1qa"", ""Elfn1"", ""Dscam"", ""Filip1"", ""Grid2"", ""Apoe"", ""Nfia"", ""Cacng2"", ""Plxnd1"", ""Chrnb1"", ""Cx3cr1"", ""Col4a5"", ""C1ql1"", ""C1qb"", ""Hmcn1"", ""Ndrg2"", ""Myo6"")"
"3399","DIVALENT INORGANIC CATION HOMEOSTASIS%GOBP%GO:0072507","0.000470643605130015","0.0264855791656311","-0.369498841416289","-1.45592714536494","3","400","c(""Ptgfr"", ""Npsr1"", ""Cd4"", ""Ackr4"", ""P2ry1"", ""Adm"", ""Tacr1"", ""Cmklr1"", ""Ntsr1"", ""Scn5a"", ""Tac1"", ""Pik3cg"", ""Casq2"", ""Glp1r"", ""C3ar1"", ""Gpr4"", ""Gipr"", ""Drd2"", ""Nmu"", ""Ccr10"", ""Adra1b"", ""Slc24a1"", ""Cd40"", ""Lck"", ""Capn3"", ""Lpar1"", ""Kl"", ""RGD1560455"", ""Bdkrb2"", ""Tgm2"", ""Rxfp3"", ""Aplnr"", ""Bmp4"", ""Kcna5"", ""Gck"", ""Nos1"", ""Plce1"", ""Avpr1a"", ""Agt"", ""P2ry4"", ""Nmb"", ""Trhr"", ""Htr2c"", ""Edn3"", ""Cxcl13"", ""Scgn"", ""Ccr3"", ""Adcy8"", ""Cdh23"", ""Mt1"", ""Trpv4"", ""Anxa2"", ""Trdn"", ""Adrb2"", ""P2ry2"", ""Ednrb"", ""Faslg"", ""Slc11a1"", 
""Ptger2"", ""Slc8b1"", ""Swap70"", ""Apoe"", ""Ptger4"", ""F2rl2"", ""Tfap2b"", ""Gpr12"", ""Ccl19"", ""Ptprc"", ""Trpc3"", ""Cd24"", ""Npy2r"", ""Cx3cr1"", ""Hexb"", ""Stc1"", ""Tmem38b"", ""Plcb3"", ""Slc39a12"", ""Gpr3"", ""Cd38"", ""Hap1"", ""P2ry6"", ""Gpr17"", ""Slc39a5"", ""Avpr1b"", ""Htr2a"", ""Rmdn3"", ""Nol3"", ""Tcirg1"", ""F2r"", ""Bak1"", ""Gna13"", ""Cxcr4"", ""Ptger3"", ""Gja1"", ""Trpv6"", ""Adcyap1r1"", ""Adcyap1"", ""Agtr1a"", ""Dbi"", ""Plcd1"", ""Npy1r"", ""Grin2d"", ""Fzd9"", ""Pgm1"", ""Kcnk3"", ""Bcl2"", ""Chga"", ""Tmc8"", ""Fzd2"", ""Lpar4"", ""Pdgfra"")"
